TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2024,2,1,19,13,56XX VICTORIA DR,Kensington-Cedar Cottage,495228.072,5453413.3296
Other Theft,2024,2,10,21,16,56XX VICTORIA DR,Kensington-Cedar Cottage,495228.072,5453413.3296
Other Theft,2024,2,17,14,9,56XX VICTORIA DR,Kensington-Cedar Cottage,495228.072,5453413.3296
Other Theft,2024,2,17,14,40,56XX VICTORIA DR,Kensington-Cedar Cottage,495228.072,5453413.3296
Other Theft,2024,2,23,15,29,56XX VICTORIA DR,Kensington-Cedar Cottage,495228.072,5453413.3296
Other Theft,2024,3,1,15,35,56XX VICTORIA DR,Kensington-Cedar Cottage,495228.072,5453413.3296
Other Theft,2024,2,8,19,0,57XX GRANVILLE ST,Oakridge,489840.2003,5453508.3465
Other Theft,2024,1,23,10,0,58XX BEATRICE ST,Victoria-Fraserview,495129.8626,5453130.4014
Other Theft,2024,1,29,19,47,58XX ST MARGARETS ST,Victoria-Fraserview,495886.9868,5453125.5506
Other Theft,2024,2,17,18,15,58XX VICTORIA DR,Victoria-Fraserview,495222.7698,5453118.3629
Other Theft,2024,2,29,12,0,59XX DUMFRIES ST,Victoria-Fraserview,494590.269,5453032.4972
Other Theft,2024,2,10,19,35,59XX KERR ST,Killarney,497063.6698,5453016.2912
Other Theft,2024,2,12,9,59,59XX NANAIMO ST,Victoria-Fraserview,495706.3784,5452992.0669
Other Theft,2024,2,26,16,0,5X DIEPPE PL,Renfrew-Collingwood,498119.9359,5455996.7487
Other Theft,2024,2,8,15,0,5X DUNLEVY AVE,Strathcona,493068.1766,5459121.686
Other Theft,2024,3,2,4,30,5X E 56TH AVE,Sunset,492350.8907,5451840.7333
Other Theft,2024,1,3,17,0,5X E CORDOVA ST,Central Business District,492492.1127,5458844.4948
Other Theft,2024,2,19,13,0,5X E PENDER ST,Central Business District,492486.7751,5458644.5151
Other Theft,2024,2,4,14,42,5X KEEFER PL,Central Business District,492235.0142,5458535.2604
Other Theft,2024,2,18,17,6,5X KEEFER PL,Central Business District,492235.0142,5458535.2604
Other Theft,2024,2,2,15,21,5X POWELL ST,Central Business District,492507.509,5458954.6362
Other Theft,2024,1,7,2,30,5X STANLEY PARK CSWY,Stanley Park,490068.6462,5460232.4145
Other Theft,2024,2,2,0,0,5X W 8TH AVE,Mount Pleasant,492293.7468,5456790.2203
Other Theft,2024,2,3,14,1,5X W CORDOVA ST,Central Business District,492310.4653,5458895.1476
Other Theft,2024,2,4,12,50,5X W CORDOVA ST,Central Business District,492321.0375,5458891.9487
Other Theft,2024,2,1,23,53,5X W CORDOVA ST,Central Business District,492321.9081,5458882.1259
Other Theft,2024,1,15,16,30,5X W KING EDWARD AVE,Riley Park,492268.0498,5455135.8674
Other Theft,2024,2,2,20,45,5XX ABBOTT ST,Central Business District,492177.5785,5458603.9554
Other Theft,2024,3,3,9,28,5XX BEATTY ST,Central Business District,492023.364,5458628.1257
Other Theft,2024,1,21,1,41,5XX BEATTY ST,Central Business District,492052.4108,5458657.5349
Other Theft,2024,1,23,7,0,5XX E 27TH AVE,Riley Park,493217.4849,5454882.7534
Other Theft,2024,2,12,16,8,5XX E 51ST AVE,Sunset,493156.8006,5452323.0897
Other Theft,2024,1,8,10,56,5XX E 53RD AVE,Sunset,493163.4523,5452121.0613
Other Theft,2024,2,28,10,53,5XX E GEORGIA ST,Strathcona,493242.032,5458419.5227
Other Theft,2024,1,20,0,40,5XX E HASTINGS ST,Strathcona,493291.531,5458726.2921
Other Theft,2024,1,25,8,27,5XX GRANVILLE ST,Central Business District,491554.4675,5459005.7542
Other Theft,2024,1,29,15,24,5XX GRANVILLE ST,Central Business District,491554.4675,5459005.7542
Other Theft,2024,2,27,15,34,5XX GRANVILLE ST,Central Business District,491554.4675,5459005.7542
Other Theft,2024,2,21,18,20,5XX GRANVILLE ST,Central Business District,491567.7012,5459019.091
Other Theft,2024,2,21,19,26,5XX GRANVILLE ST,Central Business District,491604.2334,5459055.9061
Other Theft,2024,1,23,18,30,5XX HOMER ST,Central Business District,491795.2259,5458836.4744
Other Theft,2024,1,27,15,30,5XX HORNBY ST,Central Business District,491460.5243,5459210.8692
Other Theft,2024,2,23,21,21,5XX HORNBY ST,Central Business District,491460.5243,5459210.8692
Other Theft,2024,1,23,17,0,5XX MAIN ST,Strathcona,492752.51,5458601.933
Other Theft,2024,1,19,23,0,5XX MAIN ST,Strathcona,492752.697,5458608.336
Other Theft,2024,1,11,14,10,5XX RICHARDS ST,Central Business District,491717.6009,5458887.7439
Other Theft,2024,1,8,6,37,5XX RICHARDS ST,Central Business District,491773.218,5458943.6416
Other Theft,2024,1,3,18,39,5XX ROBSON ST,Central Business District,491362.8063,5458660.3602
Other Theft,2024,2,18,18,56,5XX ROBSON ST,Central Business District,491362.8063,5458660.3602
Other Theft,2024,3,5,18,33,5XX ROBSON ST,Central Business District,491362.8063,5458660.3602
Other Theft,2024,2,9,8,57,5XX ROBSON ST,Central Business District,491392.6143,5458643.1525
Other Theft,2024,2,12,4,52,5XX ROBSON ST,Central Business District,491394.5242,5458628.1917
Other Theft,2024,2,18,14,14,5XX SEYMOUR ST,Central Business District,491615.377,5458922.4126
Other Theft,2024,2,26,19,29,5XX SEYMOUR ST,Central Business District,491615.377,5458922.4126
Other Theft,2024,2,18,14,41,5XX SEYMOUR ST,Central Business District,491723.8136,5459031.6335
Other Theft,2024,1,16,15,40,5XX W 12TH AVE,Fairview,491525.979,5456417.3884
Other Theft,2024,2,9,21,45,5XX W 12TH AVE,Fairview,491525.979,5456417.3884
Other Theft,2024,2,16,9,58,5XX W 12TH AVE,Fairview,491525.979,5456417.3884
Other Theft,2024,2,8,14,52,5XX W 64TH AVE,Marpole,491395.2671,5451071.8956
Other Theft,2024,1,19,20,10,5XX W 8TH AVE,Fairview,491621.2791,5456819.6521
Other Theft,2024,2,6,12,30,5XX W BROADWAY AVE,Fairview,491563.8223,5456719.7854
Other Theft,2024,1,21,17,3,5XX W BROADWAY AVE,Fairview,491589.4187,5456728.2549
Other Theft,2024,2,3,16,20,5XX W BROADWAY AVE,Fairview,491589.4187,5456728.2549
Other Theft,2024,2,10,18,11,5XX W BROADWAY AVE,Fairview,491589.4187,5456728.2549
Other Theft,2024,2,11,21,5,5XX W BROADWAY AVE,Fairview,491589.4187,5456728.2549
Other Theft,2024,2,13,15,6,5XX W BROADWAY AVE,Fairview,491589.4187,5456728.2549
Other Theft,2024,2,27,17,20,5XX W BROADWAY AVE,Fairview,491589.4187,5456728.2549
Other Theft,2024,3,3,20,10,5XX W BROADWAY AVE,Fairview,491589.4187,5456728.2549
Other Theft,2024,3,4,17,8,5XX W BROADWAY AVE,Fairview,491589.4187,5456728.2549
Other Theft,2024,1,5,6,30,5XX W GEORGIA ST,Central Business District,491487.5392,5458791.9626
Other Theft,2024,2,17,11,0,5XX W GEORGIA ST,Central Business District,491538.4024,5458728.6564
Other Theft,2024,1,2,0,55,5XX W HASTINGS ST,Central Business District,491823.1081,5459070.583
Other Theft,2024,1,2,11,4,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.6858
Other Theft,2024,1,10,12,8,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.6858
Other Theft,2024,1,18,14,28,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.6858
Other Theft,2024,1,19,14,30,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.6858
Other Theft,2024,1,20,17,7,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.6858
Other Theft,2024,1,25,10,55,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.6858
Other Theft,2024,1,26,9,42,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.6858
Other Theft,2024,1,29,9,55,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.6858
Other Theft,2024,2,5,13,35,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.6858
Other Theft,2024,2,5,17,40,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.6858
Other Theft,2024,2,9,9,53,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.6858
Other Theft,2024,2,11,12,4,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.6858
Other Theft,2024,2,11,12,25,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.6858
Other Theft,2024,2,21,13,26,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.6858
Other Theft,2024,2,21,15,46,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.6858
Other Theft,2024,2,26,10,1,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.6858
Other Theft,2024,2,29,14,0,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.6858
Other Theft,2024,3,2,13,5,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.6858
Other Theft,2024,3,2,17,37,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.6858
Other Theft,2024,3,7,9,48,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.6858
Other Theft,2024,3,7,11,43,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.6858
Other Theft,2024,3,7,15,17,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.6858
Other Theft,2024,2,10,12,0,5XX W HASTINGS ST,Central Business District,491853.3244,5459053.2482
Other Theft,2024,2,29,12,5,5XX W HASTINGS ST,Central Business District,491853.3244,5459053.2482
Other Theft,2024,1,8,15,0,5XX W PENDER ST,Central Business District,491779.7626,5458973.9109
Other Theft,2024,2,26,16,38,60XX BEATRICE ST,Victoria-Fraserview,495125.7139,5452873.1527
Other Theft,2024,2,14,13,4,60XX COMMERCIAL ST,Victoria-Fraserview,495031.356,5452963.8804
Other Theft,2024,1,3,13,0,60XX PRINCE EDWARD ST,Sunset,492917.6135,5453043.9264
Other Theft,2024,2,29,17,0,60XX WEST BLVD,Kerrisdale,488659.5309,5453141.5471
Other Theft,2024,1,3,9,39,62XX DUMFRIES ST,Victoria-Fraserview,494574.9986,5452785.2006
Other Theft,2024,1,13,14,45,62XX KILLARNEY ST,Killarney,496685.3172,5452639.5079
Other Theft,2024,2,4,19,30,62XX KILLARNEY ST,Killarney,496685.3172,5452639.5079
Other Theft,2024,1,21,17,47,63XX VICTORIA DR,Victoria-Fraserview,495211.8562,5452633.1223
Other Theft,2024,3,5,15,55,64XX GLADSTONE ST,Victoria-Fraserview,495454.8872,5452494.2107
Other Theft,2024,1,24,10,31,64XX KILLARNEY ST,Killarney,496679.3024,5452498.5794
Other Theft,2024,1,18,9,58,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.4621
Other Theft,2024,1,22,13,0,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.4621
Other Theft,2024,2,3,20,45,64XX VICTORIA DR,Victoria-Fraserview,495211.4869,5452620.4621
Other Theft,2024,1,30,13,30,65XX FRASER ST,Sunset,493394.1655,5452439.34
Other Theft,2024,2,16,14,7,65XX VICTORIA DR,Victoria-Fraserview,495206.669,5452478.1499
Other Theft,2024,1,27,18,31,66XX CULLODEN ST,Sunset,494272.3173,5452373.9717
Other Theft,2024,1,24,17,0,66XX NANAIMO ST,Victoria-Fraserview,495685.5944,5452285.1357
Other Theft,2024,3,4,9,38,66XX VIVIAN ST,Victoria-Fraserview,496324.359,5452284.2817
Other Theft,2024,2,2,9,0,67XX CAMBIE ST,Oakridge,491495.7506,5452364.9466
Other Theft,2024,1,5,10,0,68XX VICTORIA DR,Victoria-Fraserview,495199.4237,5452077.4408
Other Theft,2024,1,16,0,0,69XX ELLIOTT ST,Victoria-Fraserview,496001.9484,5452037.6106
Other Theft,2024,1,29,22,10,69XX RUPERT ST,Killarney,496771.5869,5451963.9421
Other Theft,2024,3,1,10,18,69XX VICTORIA DR,Victoria-Fraserview,495198.9463,5452021.2407
Other Theft,2024,1,30,17,30,6X E CORDOVA ST,Central Business District,492516.7356,5458844.3527
Other Theft,2024,1,8,12,30,6X E HASTINGS ST,Central Business District,492509.0252,5458749.9029
Other Theft,2024,2,7,19,0,6X E HASTINGS ST,Central Business District,492509.0252,5458749.9029
Other Theft,2024,3,6,14,9,6XX ABBOTT ST,Central Business District,492166.4265,5458452.7208
Other Theft,2024,2,28,20,17,6XX ABBOTT ST,Central Business District,492167.0518,5458526.3813
Other Theft,2024,3,4,21,20,6XX ABBOTT ST,Central Business District,492167.0518,5458526.3813
Other Theft,2024,1,16,10,25,6XX ABBOTT ST,Central Business District,492167.2553,5458550.4035
Other Theft,2024,1,27,16,0,6XX ABBOTT ST,Central Business District,492175.5702,5458452.6432
Other Theft,2024,2,1,11,6,6XX ALEXANDER ST,Strathcona,493383.6744,5459019.8712
Other Theft,2024,1,19,16,45,6XX BURRARD ST,Central Business District,491278.6732,5459176.8304
Other Theft,2024,1,29,7,18,6XX BURRARD ST,Central Business District,491278.6732,5459176.8304
Other Theft,2024,1,31,16,2,6XX BURRARD ST,Central Business District,491278.6732,5459176.8304
Other Theft,2024,2,16,9,26,6XX BURRARD ST,Central Business District,491278.6732,5459176.8304
Other Theft,2024,2,24,14,0,6XX BURRARD ST,Central Business District,491319.44,5459207.7758
Other Theft,2024,3,3,4,18,6XX DUNSMUIR ST,Central Business District,491608.2422,5458926.7142
Other Theft,2024,1,25,2,27,6XX E 29TH AVE,Riley Park,493289.261,5454644.2568
Other Theft,2024,1,22,9,14,6XX E 6TH AVE,Mount Pleasant,493382.9591,5456942.6649
Other Theft,2024,2,8,23,53,6XX E HASTINGS ST,Strathcona,493351.7101,5458715.1683
Other Theft,2024,1,9,18,21,6XX EXPO BLVD,Central Business District,492087.6904,5458440.4284
Other Theft,2024,1,14,17,11,6XX EXPO BLVD,Central Business District,492087.6904,5458440.4284
Other Theft,2024,2,2,17,0,6XX EXPO BLVD,Central Business District,492087.6904,5458440.4284
Other Theft,2024,2,10,12,6,6XX EXPO BLVD,Central Business District,492087.6904,5458440.4284
Other Theft,2024,2,15,16,5,6XX EXPO BLVD,Central Business District,492087.6904,5458440.4284
Other Theft,2024,3,3,10,21,6XX EXPO BLVD,Central Business District,492087.6904,5458440.4284
Other Theft,2024,1,14,15,50,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
Other Theft,2024,1,26,14,58,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
Other Theft,2024,2,5,17,0,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
Other Theft,2024,1,15,12,15,6XX HELMCKEN ST,Central Business District,491005.4732,5458325.8931
Other Theft,2024,2,25,10,20,6XX HELMCKEN ST,Central Business District,491005.4732,5458325.8931
Other Theft,2024,2,17,21,14,6XX HOMER ST,Central Business District,491676.3933,5458702.8347
Other Theft,2024,2,21,15,40,6XX HOMER ST,Central Business District,491676.3933,5458702.8347
Other Theft,2024,2,22,13,45,6XX HOMER ST,Central Business District,491676.3933,5458702.8347
Other Theft,2024,2,22,16,6,6XX HOMER ST,Central Business District,491676.3933,5458702.8347
Other Theft,2024,2,26,15,35,6XX HOMER ST,Central Business District,491676.3933,5458702.8347
Other Theft,2024,2,28,12,35,6XX HOMER ST,Central Business District,491676.3933,5458702.8347
Other Theft,2024,3,2,20,27,6XX HOMER ST,Central Business District,491676.3933,5458702.8347
Other Theft,2024,3,5,14,24,6XX HOMER ST,Central Business District,491676.3933,5458702.8347
Other Theft,2024,3,6,16,1,6XX HOMER ST,Central Business District,491676.3933,5458702.8347
Other Theft,2024,3,7,15,19,6XX HOMER ST,Central Business District,491676.3933,5458702.8347
Other Theft,2024,2,20,18,30,6XX HOMER ST,Central Business District,491746.5085,5458773.8444
Other Theft,2024,2,29,13,41,6XX KINGSWAY AVE,Mount Pleasant,493384.2405,5456038.7196
Other Theft,2024,2,10,10,30,6XX MAIN ST,Strathcona,492750.33,5458526.9029
Other Theft,2024,1,28,11,45,6XX SEYMOUR ST,Central Business District,491523.0775,5458828.881
Other Theft,2024,2,2,14,40,6XX SEYMOUR ST,Central Business District,491523.0775,5458828.881
Other Theft,2024,2,4,16,47,6XX SEYMOUR ST,Central Business District,491523.0775,5458828.881
Other Theft,2024,1,8,18,25,6XX SEYMOUR ST,Central Business District,491583.1648,5458889.7833
Other Theft,2024,1,8,13,30,6XX W 41ST AVE,Oakridge,491339.3631,5453424.7998
Other Theft,2024,1,16,0,6,6XX W 59TH AVE,Marpole,491367.1813,5451586.5993
Other Theft,2024,2,1,6,40,6XX W 7TH AVE,Fairview,491403.868,5456920.5769
Other Theft,2024,1,1,19,6,6XX W BROADWAY AVE,Fairview,491444.5744,5456732.1091
Other Theft,2024,1,27,15,25,6XX W CORDOVA ST,Central Business District,491866.7009,5459186.4219
Other Theft,2024,1,27,15,26,6XX W CORDOVA ST,Central Business District,491866.7009,5459186.4219
Other Theft,2024,3,5,16,40,6XX W HASTINGS ST,Central Business District,491790.9445,5459115.7639
Other Theft,2024,3,1,12,0,6XX W WATERFRONT RD,Central Business District,491979.5602,5459309.9593
Other Theft,2024,1,15,2,20,6XX W WATERFRONT RD,Central Business District,491982.4883,5459298.7229
Other Theft,2024,1,26,14,30,70XX HEATHER ST,Oakridge,490982.9388,5452030.6612
Other Theft,2024,2,17,17,0,70XX QUEBEC ST,Sunset,492424.8492,5451958.5906
Other Theft,2024,1,24,14,45,70XX STIRLING ST,Victoria-Fraserview,495584.9263,5451897.2724
Other Theft,2024,1,21,12,41,71XX KERR ST,Killarney,496991.4946,5451719.815
Other Theft,2024,3,3,20,55,71XX KERR ST,Killarney,496991.6789,5451732.9342
Other Theft,2024,2,1,16,0,72XX HUDSON ST,Oakridge,490237.0355,5451888.6478
Other Theft,2024,1,3,14,25,73XX GRANVILLE ST,Marpole,489790.8477,5451843.0606
Other Theft,2024,2,23,18,19,76XX MANITOBA ST,Marpole,491995.9189,5451400.9288
Other Theft,2024,2,8,0,47,78XX GRANVILLE ST,Marpole,489786.4806,5451356.5182
Other Theft,2024,1,15,23,6,79XX GRANVILLE ST,Marpole,489781.7487,5451183.9073
Other Theft,2024,3,2,16,30,7XX BIDWELL ST,West End,490344.8418,5459827.8321
Other Theft,2024,3,7,9,42,7XX BROUGHTON ST,West End,490625.1157,5459548.5542
Other Theft,2024,1,27,13,26,7XX BURRARD ST,West End,491089.0068,5458981.0764
Other Theft,2024,1,2,11,29,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2024,1,3,18,1,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2024,2,17,15,52,7XX BURRARD ST,Central Business District,491135.8351,5459014.1984
Other Theft,2024,1,2,13,56,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2024,1,9,21,25,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2024,1,25,19,31,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2024,1,25,22,46,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2024,1,30,22,30,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2024,2,5,18,7,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2024,2,21,13,33,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2024,2,25,16,29,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2024,2,25,19,5,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2024,1,15,12,47,7XX CAMBIE ST,Central Business District,491701.7211,5458447.4228
Other Theft,2024,2,23,11,6,7XX DAVIE ST,Central Business District,490795.8192,5458293.0064
Other Theft,2024,1,3,7,0,7XX DAVIE ST,Central Business District,490816.8409,5458272.1439
Other Theft,2024,2,3,10,37,7XX DUNSMUIR ST,Central Business District,491483.7724,5459051.5702
Other Theft,2024,3,2,14,20,7XX DUNSMUIR ST,Central Business District,491483.7724,5459051.5702
Other Theft,2024,1,2,13,23,7XX DUNSMUIR ST,Central Business District,491512.5072,5459022.8055
Other Theft,2024,1,2,14,37,7XX DUNSMUIR ST,Central Business District,491512.5072,5459022.8055
Other Theft,2024,1,2,15,38,7XX DUNSMUIR ST,Central Business District,491512.5072,5459022.8055
Other Theft,2024,1,3,18,0,7XX DUNSMUIR ST,Central Business District,491512.5072,5459022.8055
Other Theft,2024,1,4,13,40,7XX DUNSMUIR ST,Central Business District,491512.5072,5459022.8055
Other Theft,2024,1,11,14,30,7XX DUNSMUIR ST,Central Business District,491512.5072,5459022.8055
Other Theft,2024,1,16,15,0,7XX DUNSMUIR ST,Central Business District,491512.5072,5459022.8055
Other Theft,2024,2,5,13,0,7XX DUNSMUIR ST,Central Business District,491512.5072,5459022.8055
Other Theft,2024,2,5,16,41,7XX DUNSMUIR ST,Central Business District,491512.5072,5459022.8055
Other Theft,2024,2,7,13,30,7XX DUNSMUIR ST,Central Business District,491512.5072,5459022.8055
Other Theft,2024,2,7,13,40,7XX DUNSMUIR ST,Central Business District,491512.5072,5459022.8055
Other Theft,2024,2,8,12,56,7XX DUNSMUIR ST,Central Business District,491512.5072,5459022.8055
Other Theft,2024,2,11,17,44,7XX DUNSMUIR ST,Central Business District,491512.5072,5459022.8055
Other Theft,2024,2,12,17,1,7XX DUNSMUIR ST,Central Business District,491512.5072,5459022.8055
Other Theft,2024,2,22,14,34,7XX DUNSMUIR ST,Central Business District,491512.5072,5459022.8055
Other Theft,2024,2,25,15,33,7XX DUNSMUIR ST,Central Business District,491512.5072,5459022.8055
Other Theft,2024,2,28,17,27,7XX DUNSMUIR ST,Central Business District,491512.5072,5459022.8055
Other Theft,2024,1,22,15,41,7XX DUNSMUIR ST,Central Business District,491531.2005,5458991.1556
Other Theft,2024,1,28,17,24,7XX DUNSMUIR ST,Central Business District,491537.6705,5458997.6214
Other Theft,2024,2,2,12,20,7XX E 24TH AVE,Kensington-Cedar Cottage,493533.952,5455164.4283
Other Theft,2024,3,6,16,40,7XX E 51ST AVE,Sunset,493492.3966,5452306.5818
Other Theft,2024,3,7,22,23,7XX E 51ST AVE,Sunset,493492.3966,5452306.5818
Other Theft,2024,2,16,9,25,7XX E 6TH AVE,Mount Pleasant,493536.4707,5456948.1098
Other Theft,2024,2,1,17,0,7XX E BROADWAY AVE,Mount Pleasant,493602.601,5456642.7916
Other Theft,2024,1,2,15,15,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2024,1,2,21,0,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2024,1,3,9,45,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2024,1,8,16,30,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2024,1,13,15,48,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2024,1,20,12,48,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2024,1,22,18,6,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2024,1,31,19,8,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2024,2,2,14,50,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2024,2,5,14,39,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2024,2,12,13,19,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2024,2,14,14,36,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2024,2,16,20,5,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2024,2,20,16,27,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2024,2,26,18,35,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
